# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-08-17 16:24:43 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01105933 PASKAMANSET RIVER NEAR SOUTH DARTMOUTH, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01105933
#            TS   parameter     statistic     Description
#         64270       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	64270_00060_00003	64270_00060_00003_cd
USGS	01105933	2016-05-31	97.1	A
USGS	01105933	2016-06-01	82.2	A
USGS	01105933	2016-06-02	38.1	A
USGS	01105933	2016-06-03	24.4	A
USGS	01105933	2016-06-04	21.9	A
USGS	01105933	2016-06-05	19.9	A
USGS	01105933	2016-06-06	35.1	A
USGS	01105933	2016-06-07	25.3	A
USGS	01105933	2016-06-08	19.5	A
USGS	01105933	2016-06-09	20.9	A
USGS	01105933	2016-06-10	15.6	A
USGS	01105933	2016-06-11	13.3	A
USGS	01105933	2016-06-12	14.8	A
USGS	01105933	2016-06-13	11.5	A
USGS	01105933	2016-06-14	9.74	A
USGS	01105933	2016-06-15	8.30	A
USGS	01105933	2016-06-16	6.91	A
USGS	01105933	2016-06-17	5.84	A
USGS	01105933	2016-06-18	5.02	A
USGS	01105933	2016-06-19	4.33	A
USGS	01105933	2016-06-20	3.93	A
USGS	01105933	2016-06-21	16.7	A
USGS	01105933	2016-06-22	19.5	A
USGS	01105933	2016-06-23	12.9	A
USGS	01105933	2016-06-24	8.08	A
USGS	01105933	2016-06-25	6.37	A
USGS	01105933	2016-06-26	5.24	A
USGS	01105933	2016-06-27	4.43	A
USGS	01105933	2016-06-28	4.01	A
USGS	01105933	2016-06-29	4.93	A
USGS	01105933	2016-06-30	4.17	A
USGS	01105933	2016-07-01	3.40	A
USGS	01105933	2016-07-02	5.57	A
USGS	01105933	2016-07-03	3.66	A
USGS	01105933	2016-07-04	2.87	A
USGS	01105933	2016-07-05	8.00	A
USGS	01105933	2016-07-06	7.09	A
USGS	01105933	2016-07-07	4.64	A
USGS	01105933	2016-07-08	3.72	A
USGS	01105933	2016-07-09	3.35	A
USGS	01105933	2016-07-10	4.11	A
USGS	01105933	2016-07-11	3.84	A
USGS	01105933	2016-07-12	3.41	A
USGS	01105933	2016-07-13	2.92	A
USGS	01105933	2016-07-14	2.56	A
USGS	01105933	2016-07-15	2.42	A
USGS	01105933	2016-07-16	2.13	A
USGS	01105933	2016-07-17	1.92	A
USGS	01105933	2016-07-18	1.59	A
USGS	01105933	2016-07-19	1.25	A
USGS	01105933	2016-07-20	1.07	A
USGS	01105933	2016-07-21	0.95	A
USGS	01105933	2016-07-22	0.87	A
USGS	01105933	2016-07-23	3.00	A
USGS	01105933	2016-07-24	2.50	A
USGS	01105933	2016-07-25	1.23	A
USGS	01105933	2016-07-26	1.04	A
USGS	01105933	2016-07-27	1.02	A
USGS	01105933	2016-07-28	1.01	A
USGS	01105933	2016-07-29	1.94	A
USGS	01105933	2016-07-30	3.11	A
USGS	01105933	2016-07-31	1.90	A
USGS	01105933	2016-08-01	5.32	A
USGS	01105933	2016-08-02	3.96	A
USGS	01105933	2016-08-03	3.09	A
USGS	01105933	2016-08-04	2.02	A
USGS	01105933	2016-08-05	1.44	A
USGS	01105933	2016-08-06	1.18	A
USGS	01105933	2016-08-07	1.74	A
USGS	01105933	2016-08-08	1.31	A
USGS	01105933	2016-08-09	0.94	A
USGS	01105933	2016-08-10	1.17	A
USGS	01105933	2016-08-11	2.05	A
USGS	01105933	2016-08-12	1.22	A
USGS	01105933	2016-08-13	0.97	A
USGS	01105933	2016-08-14	0.93	A
USGS	01105933	2016-08-15	0.62	A
USGS	01105933	2016-08-16	0.50	A
USGS	01105933	2016-08-17	0.45	A
USGS	01105933	2016-08-18	0.39	A
USGS	01105933	2016-08-19	0.38	A
USGS	01105933	2016-08-20	0.31	A
USGS	01105933	2016-08-21	0.28	A
USGS	01105933	2016-08-22	0.93	A
USGS	01105933	2016-08-23	0.50	A
USGS	01105933	2016-08-24	0.34	A
USGS	01105933	2016-08-25	0.30	A
USGS	01105933	2016-08-26	0.43	A
USGS	01105933	2016-08-27	0.56	A
USGS	01105933	2016-08-28	0.45	A
USGS	01105933	2016-08-29	0.37	A
USGS	01105933	2016-08-30	0.33	A
USGS	01105933	2016-08-31	0.31	A
USGS	01105933	2016-09-01	0.43	A
USGS	01105933	2016-09-02	0.57	A
USGS	01105933	2016-09-03	0.38	A
USGS	01105933	2016-09-04	0.31	A
USGS	01105933	2016-09-05	0.24	A
USGS	01105933	2016-09-06	0.59	A
USGS	01105933	2016-09-07	0.36	A
USGS	01105933	2016-09-08	0.40	A
USGS	01105933	2016-09-09	0.40	A
USGS	01105933	2016-09-10	0.32	A
USGS	01105933	2016-09-11	0.29	A
USGS	01105933	2016-09-12	0.26	A
USGS	01105933	2016-09-13	0.22	A
USGS	01105933	2016-09-14	0.23	A
USGS	01105933	2016-09-15	0.21	A
USGS	01105933	2016-09-16	0.17	A
USGS	01105933	2016-09-17	0.16	A
USGS	01105933	2016-09-18	0.16	A
USGS	01105933	2016-09-19	1.77	A
USGS	01105933	2016-09-20	5.89	A
USGS	01105933	2016-09-21	3.88	A
USGS	01105933	2016-09-22	2.47	A
USGS	01105933	2016-09-23	1.38	A
USGS	01105933	2016-09-24	1.09	A
USGS	01105933	2016-09-25	0.85	A
USGS	01105933	2016-09-26	0.65	A
USGS	01105933	2016-09-27	1.42	A
USGS	01105933	2016-09-28	1.83	A
USGS	01105933	2016-09-29	1.12	A
USGS	01105933	2016-09-30	1.01	A
USGS	01105933	2016-10-01	11.3	A
USGS	01105933	2016-10-02	9.13	A
USGS	01105933	2016-10-03	7.37	A
USGS	01105933	2016-10-04	4.85	A
USGS	01105933	2016-10-05	2.91	A
USGS	01105933	2016-10-06	2.11	A
USGS	01105933	2016-10-07	1.68	A
USGS	01105933	2016-10-08	1.40	A
USGS	01105933	2016-10-09	5.05	A
USGS	01105933	2016-10-10	36.2	A
USGS	01105933	2016-10-11	24.2	A
USGS	01105933	2016-10-12	14.3	A
USGS	01105933	2016-10-13	8.28	A
USGS	01105933	2016-10-14	5.53	A
USGS	01105933	2016-10-15	3.92	A
USGS	01105933	2016-10-16	3.22	A
USGS	01105933	2016-10-17	2.90	A
USGS	01105933	2016-10-18	2.59	A
USGS	01105933	2016-10-19	2.42	A
USGS	01105933	2016-10-20	2.26	A
USGS	01105933	2016-10-21	3.13	A
USGS	01105933	2016-10-22	6.55	A
USGS	01105933	2016-10-23	8.39	A
USGS	01105933	2016-10-24	7.45	A
USGS	01105933	2016-10-25	6.56	A
USGS	01105933	2016-10-26	4.95	A
USGS	01105933	2016-10-27	4.01	A
USGS	01105933	2016-10-28	13.6	A
USGS	01105933	2016-10-29	11.9	A
USGS	01105933	2016-10-30	10.5	A
USGS	01105933	2016-10-31	14.2	A
USGS	01105933	2016-11-01	10.9	A
USGS	01105933	2016-11-02	9.24	A
USGS	01105933	2016-11-03	8.08	A
USGS	01105933	2016-11-04	7.07	A
USGS	01105933	2016-11-05	6.60	A
USGS	01105933	2016-11-06	6.44	A
USGS	01105933	2016-11-07	6.33	A
USGS	01105933	2016-11-08	6.07	A
USGS	01105933	2016-11-09	5.80	A
USGS	01105933	2016-11-10	5.55	A
USGS	01105933	2016-11-11	5.47	A
USGS	01105933	2016-11-12	5.10	A
USGS	01105933	2016-11-13	4.74	A
USGS	01105933	2016-11-14	4.48	A
USGS	01105933	2016-11-15	5.66	A
USGS	01105933	2016-11-16	17.8	A
USGS	01105933	2016-11-17	13.5	A
USGS	01105933	2016-11-18	11.9	A
USGS	01105933	2016-11-19	9.98	A
USGS	01105933	2016-11-20	10.1	A
USGS	01105933	2016-11-21	9.70	A
USGS	01105933	2016-11-22	8.84	A
USGS	01105933	2016-11-23	8.07	A
USGS	01105933	2016-11-24	7.47	A
USGS	01105933	2016-11-25	7.34	A
USGS	01105933	2016-11-26	8.76	A
USGS	01105933	2016-11-27	7.99	A
USGS	01105933	2016-11-28	7.38	A
USGS	01105933	2016-11-29	9.27	A
USGS	01105933	2016-11-30	53.5	A
USGS	01105933	2016-12-01	74.9	A
USGS	01105933	2016-12-02	77.3	A
USGS	01105933	2016-12-03	61.8	A
USGS	01105933	2016-12-04	41.8	A
USGS	01105933	2016-12-05	33.1	A
USGS	01105933	2016-12-06	31.9	A
USGS	01105933	2016-12-07	30.3	A
USGS	01105933	2016-12-08	28.4	A
USGS	01105933	2016-12-09	25.3	A
USGS	01105933	2016-12-10	22.0	A
USGS	01105933	2016-12-11	18.8	A
USGS	01105933	2016-12-12	28.5	A
USGS	01105933	2016-12-13	39.7	A
USGS	01105933	2016-12-14	33.6	A
USGS	01105933	2016-12-15	27.2	A
USGS	01105933	2016-12-16	23.0	A
USGS	01105933	2016-12-17	25.5	A
USGS	01105933	2016-12-18	56.8	A
USGS	01105933	2016-12-19	55.8	A
USGS	01105933	2016-12-20	45.6	A
USGS	01105933	2016-12-21	33.0	A
USGS	01105933	2016-12-22	28.2	A
USGS	01105933	2016-12-23	26.0	A
USGS	01105933	2016-12-24	29.6	A
USGS	01105933	2016-12-25	47.1	A
USGS	01105933	2016-12-26	40.9	A
USGS	01105933	2016-12-27	36.2	A
USGS	01105933	2016-12-28	32.7	A
USGS	01105933	2016-12-29	32.7	A
USGS	01105933	2016-12-30	65.0	A
USGS	01105933	2016-12-31	71.2	A
USGS	01105933	2017-01-01	63.0	A
USGS	01105933	2017-01-02	49.6	A
USGS	01105933	2017-01-03	47.8	A
USGS	01105933	2017-01-04	84.2	A
USGS	01105933	2017-01-05	97.4	A
USGS	01105933	2017-01-06	88.6	A
USGS	01105933	2017-01-07	74.8	A:e
USGS	01105933	2017-01-08	69.2	A:e
USGS	01105933	2017-01-09	66.0	A:e
USGS	01105933	2017-01-10	57.1	A
USGS	01105933	2017-01-11	73.0	A
USGS	01105933	2017-01-12	113	A
USGS	01105933	2017-01-13	128	A
USGS	01105933	2017-01-14	109	A
USGS	01105933	2017-01-15	89.7	A
USGS	01105933	2017-01-16	78.0	A
USGS	01105933	2017-01-17	71.7	A
USGS	01105933	2017-01-18	71.0	A
USGS	01105933	2017-01-19	72.5	A
USGS	01105933	2017-01-20	67.6	A
USGS	01105933	2017-01-21	59.8	A
USGS	01105933	2017-01-22	52.2	A
USGS	01105933	2017-01-23	46.9	A
USGS	01105933	2017-01-24	97.5	A
USGS	01105933	2017-01-25	198	A
USGS	01105933	2017-01-26	202	A
USGS	01105933	2017-01-27	167	A
USGS	01105933	2017-01-28	136	A
USGS	01105933	2017-01-29	116	A
USGS	01105933	2017-01-30	101	A
USGS	01105933	2017-01-31	89.5	A
USGS	01105933	2017-02-01	79.9	A
USGS	01105933	2017-02-02	72.8	A
USGS	01105933	2017-02-03	64.7	A
USGS	01105933	2017-02-04	54.8	A
USGS	01105933	2017-02-05	46.2	A
USGS	01105933	2017-02-06	42.0	A
USGS	01105933	2017-02-07	38.7	A:e
USGS	01105933	2017-02-08	40.1	A:e
USGS	01105933	2017-02-09	42.1	A:e
USGS	01105933	2017-02-10	43.8	A:e
USGS	01105933	2017-02-11	44.8	A:e
USGS	01105933	2017-02-12	47.9	A:e
USGS	01105933	2017-02-13	67.0	A
USGS	01105933	2017-02-14	75.5	A
USGS	01105933	2017-02-15	70.3	A
USGS	01105933	2017-02-16	73.2	A
USGS	01105933	2017-02-17	72.7	A
USGS	01105933	2017-02-18	68.2	A
USGS	01105933	2017-02-19	72.1	A
USGS	01105933	2017-02-20	81.9	A
USGS	01105933	2017-02-21	83.3	A
USGS	01105933	2017-02-22	77.7	A
USGS	01105933	2017-02-23	72.3	A
USGS	01105933	2017-02-24	68.0	A
USGS	01105933	2017-02-25	64.4	A
USGS	01105933	2017-02-26	62.3	A
USGS	01105933	2017-02-27	57.4	A
USGS	01105933	2017-02-28	51.0	A
USGS	01105933	2017-03-01	49.2	A
USGS	01105933	2017-03-02	50.1	A
USGS	01105933	2017-03-03	44.1	A
USGS	01105933	2017-03-04	37.8	A
USGS	01105933	2017-03-05	31.4	A
USGS	01105933	2017-03-06	28.1	A
USGS	01105933	2017-03-07	27.7	A
USGS	01105933	2017-03-08	34.3	A
USGS	01105933	2017-03-09	36.0	A
USGS	01105933	2017-03-10	33.5	A
USGS	01105933	2017-03-11	33.3	A
USGS	01105933	2017-03-12	28.2	A
USGS	01105933	2017-03-13	25.3	A
USGS	01105933	2017-03-14	38.3	A
USGS	01105933	2017-03-15	100	A
USGS	01105933	2017-03-16	116	A
USGS	01105933	2017-03-17	97.4	A
USGS	01105933	2017-03-18	78.2	A
USGS	01105933	2017-03-19	71.0	A
USGS	01105933	2017-03-20	69.5	A
USGS	01105933	2017-03-21	66.9	A
USGS	01105933	2017-03-22	61.6	A
USGS	01105933	2017-03-23	52.9	A
USGS	01105933	2017-03-24	45.8	A
USGS	01105933	2017-03-25	41.3	A
USGS	01105933	2017-03-26	37.5	A
USGS	01105933	2017-03-27	36.5	A
USGS	01105933	2017-03-28	41.0	A
USGS	01105933	2017-03-29	57.3	A
USGS	01105933	2017-03-30	67.2	A
USGS	01105933	2017-03-31	62.2	A
USGS	01105933	2017-04-01	129	A
USGS	01105933	2017-04-02	243	A
USGS	01105933	2017-04-03	237	A
USGS	01105933	2017-04-04	239	A
USGS	01105933	2017-04-05	308	A
USGS	01105933	2017-04-06	287	A
USGS	01105933	2017-04-07	323	A
USGS	01105933	2017-04-08	301	A
USGS	01105933	2017-04-09	251	A
USGS	01105933	2017-04-10	205	A
USGS	01105933	2017-04-11	167	A
USGS	01105933	2017-04-12	137	A
USGS	01105933	2017-04-13	113	A
USGS	01105933	2017-04-14	95.4	A
USGS	01105933	2017-04-15	83.0	A
USGS	01105933	2017-04-16	72.9	A
USGS	01105933	2017-04-17	62.3	A
USGS	01105933	2017-04-18	51.5	A
USGS	01105933	2017-04-19	43.0	A
USGS	01105933	2017-04-20	39.6	A
USGS	01105933	2017-04-21	46.1	A
USGS	01105933	2017-04-22	67.2	A
USGS	01105933	2017-04-23	65.1	A
USGS	01105933	2017-04-24	54.0	A
USGS	01105933	2017-04-25	53.6	A
USGS	01105933	2017-04-26	109	A
USGS	01105933	2017-04-27	150	A
USGS	01105933	2017-04-28	137	A
USGS	01105933	2017-04-29	113	A
USGS	01105933	2017-04-30	97.5	A
USGS	01105933	2017-05-01	88.5	A
USGS	01105933	2017-05-02	88.2	A
USGS	01105933	2017-05-03	98.2	A
USGS	01105933	2017-05-04	89.0	A
USGS	01105933	2017-05-05	81.1	A
USGS	01105933	2017-05-06	118	A
USGS	01105933	2017-05-07	151	A
USGS	01105933	2017-05-08	135	A
USGS	01105933	2017-05-09	104	A
USGS	01105933	2017-05-10	87.7	A
USGS	01105933	2017-05-11	78.8	A
USGS	01105933	2017-05-12	71.2	A
USGS	01105933	2017-05-13	62.7	A
USGS	01105933	2017-05-14	89.0	A
USGS	01105933	2017-05-15	127	A
USGS	01105933	2017-05-16	119	A
USGS	01105933	2017-05-17	95.6	A
USGS	01105933	2017-05-18	79.4	A
USGS	01105933	2017-05-19	69.3	A
USGS	01105933	2017-05-20	58.6	A
USGS	01105933	2017-05-21	48.0	A
USGS	01105933	2017-05-22	42.2	A
USGS	01105933	2017-05-23	62.9	A
USGS	01105933	2017-05-24	59.4	A
USGS	01105933	2017-05-25	52.8	A
USGS	01105933	2017-05-26	81.6	A
USGS	01105933	2017-05-27	108	A
USGS	01105933	2017-05-28	105	A
USGS	01105933	2017-05-29	88.2	A
USGS	01105933	2017-05-30	85.1	A
USGS	01105933	2017-05-31	84.9	A
USGS	01105933	2017-06-01	96.9	A
USGS	01105933	2017-06-02	88.2	A
USGS	01105933	2017-06-03	74.3	A
USGS	01105933	2017-06-04	61.2	A
USGS	01105933	2017-06-05	63.3	A
USGS	01105933	2017-06-06	71.6	A
USGS	01105933	2017-06-07	80.1	A
USGS	01105933	2017-06-08	76.9	A
USGS	01105933	2017-06-09	63.3	A
USGS	01105933	2017-06-10	50.5	A
USGS	01105933	2017-06-11	41.2	A
USGS	01105933	2017-06-12	35.0	A
USGS	01105933	2017-06-13	29.8	A
USGS	01105933	2017-06-14	25.1	A
USGS	01105933	2017-06-15	21.2	A
USGS	01105933	2017-06-16	19.6	A
USGS	01105933	2017-06-17	27.0	A
USGS	01105933	2017-06-18	24.9	A
USGS	01105933	2017-06-19	23.8	A
USGS	01105933	2017-06-20	22.5	A
USGS	01105933	2017-06-21	18.7	A
USGS	01105933	2017-06-22	15.4	A
USGS	01105933	2017-06-23	13.1	A
USGS	01105933	2017-06-24	26.5	A
USGS	01105933	2017-06-25	39.6	A
USGS	01105933	2017-06-26	23.4	A
USGS	01105933	2017-06-27	15.7	A
USGS	01105933	2017-06-28	13.2	A
USGS	01105933	2017-06-29	11.2	A
USGS	01105933	2017-06-30	10.1	A
USGS	01105933	2017-07-01	9.55	A
USGS	01105933	2017-07-02	9.20	A
USGS	01105933	2017-07-03	7.82	A
USGS	01105933	2017-07-04	6.36	A
USGS	01105933	2017-07-05	5.35	A
USGS	01105933	2017-07-06	4.62	A
USGS	01105933	2017-07-07	11.2	A
USGS	01105933	2017-07-08	21.4	A
USGS	01105933	2017-07-09	12.3	A
USGS	01105933	2017-07-10	7.73	A
USGS	01105933	2017-07-11	6.09	A
USGS	01105933	2017-07-12	5.94	A
USGS	01105933	2017-07-13	5.55	A
USGS	01105933	2017-07-14	6.91	A
USGS	01105933	2017-07-15	5.94	A
USGS	01105933	2017-07-16	5.14	A
USGS	01105933	2017-07-17	4.22	A
USGS	01105933	2017-07-18	3.85	A
USGS	01105933	2017-07-19	3.46	A
USGS	01105933	2017-07-20	3.09	A
USGS	01105933	2017-07-21	2.55	A
USGS	01105933	2017-07-22	2.24	A
USGS	01105933	2017-07-23	2.12	A
USGS	01105933	2017-07-24	2.43	A
USGS	01105933	2017-07-25	4.20	A
USGS	01105933	2017-07-26	3.19	A
USGS	01105933	2017-07-27	2.76	A
USGS	01105933	2017-07-28	2.60	A
USGS	01105933	2017-07-29	2.39	A
USGS	01105933	2017-07-30	2.17	A
USGS	01105933	2017-07-31	1.85	A
USGS	01105933	2017-08-01	1.71	A
USGS	01105933	2017-08-02	1.60	A
USGS	01105933	2017-08-03	1.48	A
USGS	01105933	2017-08-04	1.38	A
USGS	01105933	2017-08-05	1.31	A
USGS	01105933	2017-08-06	1.34	A
USGS	01105933	2017-08-07	1.21	A
USGS	01105933	2017-08-08	1.57	A
USGS	01105933	2017-08-09	1.58	A
USGS	01105933	2017-08-10	1.33	A
USGS	01105933	2017-08-11	1.13	A
USGS	01105933	2017-08-12	3.30	A
USGS	01105933	2017-08-13	2.66	A
USGS	01105933	2017-08-14	1.76	A
USGS	01105933	2017-08-15	1.58	A
USGS	01105933	2017-08-16	1.42	A
USGS	01105933	2017-08-17	1.22	A
USGS	01105933	2017-08-18	2.64	A
USGS	01105933	2017-08-19	61.1	A
USGS	01105933	2017-08-20	51.0	A
USGS	01105933	2017-08-21	19.0	A
USGS	01105933	2017-08-22	8.53	A
USGS	01105933	2017-08-23	6.25	A
USGS	01105933	2017-08-24	4.73	A
USGS	01105933	2017-08-25	3.71	A
USGS	01105933	2017-08-26	3.06	A
USGS	01105933	2017-08-27	2.61	A
USGS	01105933	2017-08-28	2.37	A
USGS	01105933	2017-08-29	2.17	A
USGS	01105933	2017-08-30	7.93	A
USGS	01105933	2017-08-31	5.66	A
USGS	01105933	2017-09-01	3.98	A
USGS	01105933	2017-09-02	2.89	A
USGS	01105933	2017-09-03	5.83	A
USGS	01105933	2017-09-04	8.04	A
USGS	01105933	2017-09-05	5.41	A
USGS	01105933	2017-09-06	5.39	A
USGS	01105933	2017-09-07	40.5	A
USGS	01105933	2017-09-08	33.8	A
USGS	01105933	2017-09-09	18.0	A
USGS	01105933	2017-09-10	9.68	A
USGS	01105933	2017-09-11	6.84	A
USGS	01105933	2017-09-12	5.59	A
USGS	01105933	2017-09-13	4.74	A
USGS	01105933	2017-09-14	4.24	A
USGS	01105933	2017-09-15	4.02	A
USGS	01105933	2017-09-16	3.78	A
USGS	01105933	2017-09-17	3.53	A
USGS	01105933	2017-09-18	3.30	A
USGS	01105933	2017-09-19	3.44	A
USGS	01105933	2017-09-20	9.83	A
USGS	01105933	2017-09-21	9.32	A
USGS	01105933	2017-09-22	13.5	A
USGS	01105933	2017-09-23	27.4	A
USGS	01105933	2017-09-24	22.5	A
USGS	01105933	2017-09-25	16.0	A
USGS	01105933	2017-09-26	10.6	A
USGS	01105933	2017-09-27	9.06	A
USGS	01105933	2017-09-28	8.47	A
USGS	01105933	2017-09-29	7.43	A
USGS	01105933	2017-09-30	6.92	A
USGS	01105933	2017-10-01	8.85	A
USGS	01105933	2017-10-02	6.74	A
USGS	01105933	2017-10-03	5.75	A
USGS	01105933	2017-10-04	5.18	A
USGS	01105933	2017-10-05	4.90	A
USGS	01105933	2017-10-06	4.58	A
USGS	01105933	2017-10-07	4.20	A
USGS	01105933	2017-10-08	4.62	A
USGS	01105933	2017-10-09	6.67	A
USGS	01105933	2017-10-10	9.43	A
USGS	01105933	2017-10-11	6.86	A
USGS	01105933	2017-10-12	5.84	A
USGS	01105933	2017-10-13	4.92	A
USGS	01105933	2017-10-14	6.33	A
USGS	01105933	2017-10-15	10.9	A
USGS	01105933	2017-10-16	8.54	A
USGS	01105933	2017-10-17	6.65	A
USGS	01105933	2017-10-18	5.50	A
USGS	01105933	2017-10-19	4.93	A
USGS	01105933	2017-10-20	4.79	A
USGS	01105933	2017-10-21	4.19	A
USGS	01105933	2017-10-22	3.65	A
USGS	01105933	2017-10-23	3.48	A
USGS	01105933	2017-10-24	3.43	A
USGS	01105933	2017-10-25	11.2	A
USGS	01105933	2017-10-26	53.6	A
USGS	01105933	2017-10-27	56.5	A
USGS	01105933	2017-10-28	44.5	A
USGS	01105933	2017-10-29	26.4	A
USGS	01105933	2017-10-30	65.3	A
USGS	01105933	2017-10-31	90.2	A
USGS	01105933	2017-11-01	82.4	A
USGS	01105933	2017-11-02	66.3	A
USGS	01105933	2017-11-03	47.4	A
USGS	01105933	2017-11-04	38.6	A
USGS	01105933	2017-11-05	34.7	A
USGS	01105933	2017-11-06	51.0	A
USGS	01105933	2017-11-07	55.9	A
USGS	01105933	2017-11-08	49.9	A
USGS	01105933	2017-11-09	43.5	A
USGS	01105933	2017-11-10	36.4	A
USGS	01105933	2017-11-11	30.4	A
USGS	01105933	2017-11-12	26.1	A
USGS	01105933	2017-11-13	25.6	A
USGS	01105933	2017-11-14	35.6	A
USGS	01105933	2017-11-15	31.5	A
USGS	01105933	2017-11-16	33.9	A
USGS	01105933	2017-11-17	61.7	A
USGS	01105933	2017-11-18	59.6	A
USGS	01105933	2017-11-19	56.2	A
USGS	01105933	2017-11-20	61.7	A
USGS	01105933	2017-11-21	53.7	A
USGS	01105933	2017-11-22	64.8	A
USGS	01105933	2017-11-23	112	A
USGS	01105933	2017-11-24	113	A
USGS	01105933	2017-11-25	97.1	A
USGS	01105933	2017-11-26	80.8	A
USGS	01105933	2017-11-27	69.7	A
USGS	01105933	2017-11-28	61.8	A
USGS	01105933	2017-11-29	55.3	A
USGS	01105933	2017-11-30	48.5	A
USGS	01105933	2017-12-01	43.0	A
USGS	01105933	2017-12-02	38.3	A
USGS	01105933	2017-12-03	33.6	A
USGS	01105933	2017-12-04	30.2	A
USGS	01105933	2017-12-05	27.9	A
USGS	01105933	2017-12-06	52.1	A
USGS	01105933	2017-12-07	69.3	A
USGS	01105933	2017-12-08	63.8	A
USGS	01105933	2017-12-09	50.7	A
USGS	01105933	2017-12-10	51.9	A
USGS	01105933	2017-12-11	51.7	A
USGS	01105933	2017-12-12	54.7	A
USGS	01105933	2017-12-13	93.8	A
USGS	01105933	2017-12-14	94.9	A
USGS	01105933	2017-12-15	81.3	A
USGS	01105933	2017-12-16	65.9	A
USGS	01105933	2017-12-17	54.4	A
USGS	01105933	2017-12-18	48.1	A
USGS	01105933	2017-12-19	48.0	A
USGS	01105933	2017-12-20	49.1	A
USGS	01105933	2017-12-21	43.8	A
USGS	01105933	2017-12-22	37.5	A
USGS	01105933	2017-12-23	42.3	A
USGS	01105933	2017-12-24	65.9	A
USGS	01105933	2017-12-25	70.1	A
USGS	01105933	2017-12-26	75.0	A
USGS	01105933	2017-12-27	66.0	A
USGS	01105933	2017-12-28	49.6	A
USGS	01105933	2017-12-29	37.0	A
USGS	01105933	2017-12-30	29.1	A
USGS	01105933	2017-12-31	26.4	A
USGS	01105933	2018-01-01	22.9	A
USGS	01105933	2018-01-02	20.4	A
USGS	01105933	2018-01-03	18.3	A
USGS	01105933	2018-01-04	23.0	A
USGS	01105933	2018-01-05	36.0	A
USGS	01105933	2018-01-06	40.0	A
USGS	01105933	2018-01-07	32.2	A
USGS	01105933	2018-01-08	29.1	A
USGS	01105933	2018-01-09	29.5	A
USGS	01105933	2018-01-10	29.3	A
USGS	01105933	2018-01-11	29.9	A
USGS	01105933	2018-01-12	62.9	A
USGS	01105933	2018-01-13	274	A
USGS	01105933	2018-01-14	363	A
USGS	01105933	2018-01-15	307	A
USGS	01105933	2018-01-16	245	A
USGS	01105933	2018-01-17	194	A
USGS	01105933	2018-01-18	161	A
USGS	01105933	2018-01-19	134	A
USGS	01105933	2018-01-20	109	A
USGS	01105933	2018-01-21	93.9	A
USGS	01105933	2018-01-22	83.1	A
USGS	01105933	2018-01-23	87.1	A
USGS	01105933	2018-01-24	181	A
USGS	01105933	2018-01-25	191	A
USGS	01105933	2018-01-26	152	A
USGS	01105933	2018-01-27	119	A
USGS	01105933	2018-01-28	105	A
USGS	01105933	2018-01-29	100	A
USGS	01105933	2018-01-30	94.0	A
USGS	01105933	2018-01-31	85.3	A
USGS	01105933	2018-02-01	79.7	A
USGS	01105933	2018-02-02	80.5	A
USGS	01105933	2018-02-03	82.1	A
USGS	01105933	2018-02-04	74.8	A
USGS	01105933	2018-02-05	123	A
USGS	01105933	2018-02-06	166	A
USGS	01105933	2018-02-07	145	A
USGS	01105933	2018-02-08	160	A
USGS	01105933	2018-02-09	160	A
USGS	01105933	2018-02-10	141	A
USGS	01105933	2018-02-11	153	A
USGS	01105933	2018-02-12	251	A
USGS	01105933	2018-02-13	255	A
USGS	01105933	2018-02-14	210	A
USGS	01105933	2018-02-15	174	A
USGS	01105933	2018-02-16	160	A
USGS	01105933	2018-02-17	150	A
USGS	01105933	2018-02-18	148	A
USGS	01105933	2018-02-19	157	A
USGS	01105933	2018-02-20	142	A
USGS	01105933	2018-02-21	126	A
USGS	01105933	2018-02-22	108	A
USGS	01105933	2018-02-23	97.9	A
USGS	01105933	2018-02-24	93.9	A
USGS	01105933	2018-02-25	104	A
USGS	01105933	2018-02-26	157	A
USGS	01105933	2018-02-27	153	A
USGS	01105933	2018-02-28	126	A
USGS	01105933	2018-03-01	102	A
USGS	01105933	2018-03-02	135	A
USGS	01105933	2018-03-03	378	A
USGS	01105933	2018-03-04	381	A
USGS	01105933	2018-03-05	317	A
USGS	01105933	2018-03-06	258	A
USGS	01105933	2018-03-07	216	A
USGS	01105933	2018-03-08	262	A
